,Reason Lists,Labels
10,"""Let the greasy lock keep you from drying?""
One user called the product ""the best shampoo ever"" because it makes her mane thicker and fuller, while cleaning her hair
""Your 'do' will be made of hydrolyzed silk and amino acids, very shiny, and vitamin B5 will nourish and bifurcate.""
""To avoid it, spray this weightless silk mist on your hair as it starts to dry.""
""Use mercerizing spray to remove the Kenra AmazonAir platinum spray, spray 15, and dry may cause flight. I know you have no time to deal with it.""
Additional advantages: the formula is strong, so one or two drops of this kind of Euro oil essence will produce miracles and make you endure.
One user said that this essence eliminated her curly hair and increased its luster. It looked like ""I just pressed my hair, but I didn't lose my sense of softness.""
Then Ojon oil begins to work, treating damaged hair tips and making hair feel softer and smoother when dry
""This intense and fast healing therapy is activated immediately after you rub it with your hands.""
""I said: # NBD.""
","['Satire', 'Sensational']"
11,"""Next year, when William's third child is born, he will be sixth.""
""Prince Harry is the fifth in line to the throne, next only to his brother Prince William's two children, and Prince William is the second in line to the throne, next only to their father.""
""Mark cheered Harry at the game, but they didn't arrive or leave the game together.""
""But even after that announcement, the couple didn't make a public appearance together until May, when they appeared in a polo match in favor of Prince Harry's two charities.""
""The Chris Jackson / Getty Images couple remained silent about their relationship until Prince Harry made a rare statement last November, denouncing the paparazzi for endangering his girlfriend's safety and exposing the racism and sexism he found.""
""The happy couple took a photo with reporters on Monday after the news of their engagement came out.""
""The prince has never heard of the actress, and the actress's knowledge of the royal family is very superficial.""
""Chris Jackson / Getty Images told BBC in a joint interview that they met at a blind date arranged by a mutual friend in early July 2016.""
""On September 25, 2017, the newlyweds made their first public appearance at the inviolable games in Toronto, Canada.""
""The couple dated for more than a year and made their first official appearance at the inviolable games in Toronto in September.""
","['Satire', 'Sensational']"
12,"""I curse a lot.""
""My brother and I go to school by bike and play in the woods all day.""
""My parents obviously don't believe that, and I have no problem.""
""I believe that needs are met, beliefs are fulfilled, and I believe in letting your children know that they can count on you and that you will be there.""
""Yes, I believe in love,"" she said
""Thanks to image zooming: Peggy Sirota and her children, she accepted more attachment parenting.""
""Click here to get these and more information in the people's baby newsletter.""
""I had a wonderful childhood."" Want all the latest pregnancy and birth announcements, plus celebrity mom blogs? ""
""Many rescue animals, tree climbing, sports, gymnastics.""
""My father is an insurance salesman,"" she said
",['Satire']
13,"""No further action has been arranged after the hearing in our office.""
""After a thorough review, the matter was designated as a hearing by the municipal procuratorate. During the hearing, both parties were present, detailing the course of the incident, listening to legal opinions, and giving guidance on how to avoid similar incidents in the future.""
""Top entertainment photo: Best American Music Award, Morian Phillips and fiance Paulina Slater broke up after five years together, while a source close to Phillips told e!""
""In addition, any man who calls women"" C ""has serious hostility to women in general, and will not be a person who advocates women's equality.""
""Her employer, Paul Marciano at guess, can confirm her injuries, as can her friends who witnessed the attack.""
""The police received reports of the attack and issued a restraining order.""
""She has hospital records of her injuries.""
""She has pictures showing that she suffered severe cuts and bruises in the attack.""
""He must think of the media as a bunch of idiots.""
""It's ridiculous that he didn't attack her.""
","['Satire', 'Sensational']"
14,"""Oil reducer is a proprietary ingredient called airlicium that keeps sunlight under control throughout the day.""
It's formulated to hide flaws and pores, and to absorb grease, providing a matte effect
""Look at the blood vessels on your wrist.""
""Check that the background color matches your color.""
""See if the foundation will disappear on your skin.""
""It's better to put a small sample along the chin line and watch it during the day.""
Choosing the foundation that best suits your complexion is not difficult to choose the best color to blend with your complexion, as long as you can test the foundation yourself.
""Now let's look at the techniques for choosing the best color.""
""The deeper the list of ingredients in question, the less ingredients in the formula.""
Some foundations may contain one or two undesirable substances, but they are good in other ways
",['Satire']
15,"Ron Michaels and Seth Meyers' biology, Jason cardim's rise, the virtual reality thriller reverie, and the military drama the brave (formerly for God and the country) are adapted for the series
""SVU"" has added previously updated NBC programs ""this is us"", ""Chicago Fire"", ""Chicago Med"", ""Chicago PD"", ""superstore"", ""the good place"", ""taken"", ""shadows of blue"" and ""blindspot"". The network canceled ""timeless"", ""Emerald City"" and ""powerless"". In the pilot area, the network has ordered ""A.P.""
Julie Martin, Jonathan stark, Arthur Forney, Peter jankovsky and hagritty are also executive producers
""Wolff is the creator and executive producer.""
""This series is a Wolf movie CO produced with universal TV.""
""The play has received 25 Emmy nominations throughout the performance, including six in 2006 for Haggerty's outstanding heroine in the drama series.""
""The series is still NBC's top ratings, second only to this is us, Chicago Fire and Chicago Police Department among its top screenwriters. The average adult ratings for season 18 were 1.4, with 5.8 million per episode. ""
Newer actors include Kelly gidesh, Peter scannavino and Raul espaza
""The series has undergone numerous cast changes over a long period of time, but the main actors of the series include Mariska hagritty and Bing T, who were with the show from the beginning.""
The last part of the dick wolf saga is about the life of the New York Police Department's special victims group, an elite group that investigates sex crimes and is considered particularly heinous
","['Journalism', 'Satire', 'Sensational']"
16,"""They are really good people, very smart.""
""Christina didn't want to sit down,"" stubb explained to Judith
“… The most iconic moments for the hit Bravo series include Giudice turning tables in Staub and calling her a prostitute at the end of season one... ""
""But despite the fact that Stubbs and Judith are now on a good relationship, there are two people in her life who are not like this: Christina, 23, and Gillian, 19, who have been ashamed of their mother's reputation for years.""
Get push notifications containing news, features, etc
""Judith, 45, tries to solve this problem in a new episode of exclusive peeping on Wednesday.""
""After being asked by Stubbs to apologize to Christina and Gillian in the last episode, the powerful writer appeared this week to prepare for an apology.""
Can the universe erase prostitutes from memory? ""Stab told the audience in the clip.""
""No. “
""I can't do the right thing for my children.""
",['Satire']
17,"""I think I'll give it a proper chance,"" said the Ironman actress
""When Howard talked about Brad, he first asked her why she decided to marry again after 13 years of marriage to Chris Martin.""
A source told the New York Post's page 6 column that their wedding would take place ""at the end of the summer after labor day.""
""There, she worked with Jude Law, Kate Blanchett, and Matt Damon on on 1999's Mr. Ripley the genius.""
""Paltrow's mother is Bryce Danner. She looks well proportioned in arms, stomach and legs, and has no physical problems. What's impressive is that the siren at the age of 45 has no defects, scars or excess fat. Paltrow is no stranger to Italy. ""
""She's full of muscles!""
""Paltrow has been seen bending over and kissing one of Italy's greatest fashion designers; he looks neat with a sweater over his shoulders and baggy pants.""
""Designer Valentino and fashion president Giancarlo Giammetti joined the couple, sharing their comfortable group photo on instagram.""
The actress in Spiderman: Homecoming continues her low-key performance, wearing golden hair in loose beach waves
“…… On the back of the famous yacht, the steel heroine shows her natural beauty. She makes up for free on her leisure day, and they relax side by side. ""
","['Satire', 'Sensational']"
18,"“…… Lion Gate recently suspended mark Schwann, the host of RTV, because of sexual harassment charges against him from his previous show a tree mountain and RTV actors and crew members. ""
“… And Jessica Quiller... ""
“… ""Charge...""
""After a thorough investigation, Warner Bros. Television Group has terminated the employment of Andrew cressberg with immediate effect,"" Warner Bros. said in a statement
""We are still committed to providing a safe working environment for our employees and everyone involved in our production."" Wbtv Kreisberg has been one of the lieutenants of Greg berlantis, the architect of CW DC Universe and the company berlantis prods
“… Production of all series. ""
""Kresberg personally participated in the shooting of flash and super girl and served as a co projectionist for the two films.""
""After he quits, the executive producer, the co creator of the two series, will take on more responsibilities. He will work closely with executive producer co stars Todd Herbin and super girl, and he will work closely with executive producer co star Robert rofner...""
""In connection with this, Matt Raul was fired by NBC news for alleged"" sexual misconduct. "" ""Warner Bros Television Group recently concluded an investigation into Andrew Kreisberg's charges,"" berlanti said in a statement
""At the same time, e!""
","['Satire', 'Sensational']"
19,"""No stabbing.""
""When the security guard was distracted, a man and a car stopped and attacked him!""
""The smallest knife wound in the world Or?!? ""
""Yes, I was attacked two days ago, yes, they used some kind of sharp weapon, yes, it entered my body! ""On Thursday, March 29, Feldman described the small wound on his body in the photo.""
""That's what scar looks like now, and it's obvious that if it were a knife, I would be lucky & I'm lucky!""
""If it was a syringe, I would pray for four best results!""
""God bless!""
""As previously reported, the 46 year old former child star tweeted photos of the hospital after being accused of being attacked the night before yesterday (Wednesday), March 28.""
""I've been attacked!""
""A man opened my door and stabbed me with something! ""Feldman added a caption to a photo of his fiancee Courtney Anne in a nearby hospital bed.""
",['Satire']
20,"""Be sure to watch the big show at 8:00 p.m. EST on May 7, 2017 / Pacific time, and see the latest news of the 2017 MTV Movie and TV awards in MTV News.""
""America's best kiss Ashton Sanders Jarrell Jerome moonlight Emma stone Ryan Gosling lallalan Emma Watson Dan Stevens beauty and beast taraji P Henson Terrence Howard Empire Zac evron Anna Kendrick Michael Dave needs wedding date best villain Alison Williams out of demogon stranger thing Jared Leto suicide...""
""Here's your nomination for MTV film and Television Awards 2017: see the complete list. MTV Film Awards have a new look and new name: introducing MTV film and Television Awards.""
""The TV series of the year, scheduled to air on Sunday, May 7, will be recognized for the first time along with feature films - the nomination for this year's major TV series, hosted by Adam Devin, has finally come out.""
Jordan Peel's record breaking directorial debut ""get out"" led the way with six nods, including the film of the year award and the next-generation nomination of star Daniel kalouya
""Beauty and the beast"" subsequently won four nominations, including Emma Watson's nomination for best film actor
Meanwhile, Barry Jenkins' Oscar winning film moonlight has received three nominations, including for best kiss from Ashton sanders and Jarrell Jerome, and for our brand new award ""Best American story.""
“（R.I.P.”
""The best shirtless performance.""
""On television, the pop culture phenomenon strange things got four nominations last year, two of which were for the star Millie Bobbie brown.""
","['Satire', 'Sensational']"
21,"""I should have reservations.""
""You have to have something sacred to you and the people around you I share a lot of my life, childhood and family with the world, and the death of my nephew. ""
“.”
""She's a charming southern girl, you know, she's not impressed.""
""Eat, drink and play,"" he did a job pursuing her
""You have to dazzle people.""
""Jay-Z later told the magazine that we were just starting to try dating,"" he added, ""well, you know, you have to try first.""
""It's important to have someone you like, an honest person."" In the fall of 2001, the couple appeared on the cover of Vanity Fair's November 2001 Music Edition
",['Satire']
22,"""Rivera has yet to comment.""
""Image of Naya Rivera taken on January 31 source: Derek storm / splash off camera, Rivera and salling dating while shooting together.""
The 31 year old actress attended the launch of total request live in New York on Wednesday, where she promoted the upcoming YouTube Red original drama ""step up: high water""
""On the show, Rivera was not asked about sarin's death or their previous relationship.""
Get push notifications containing news, features, etc
""Sarin was found dead of apparent suicide on Tuesday, just a month before he was jailed for possession of child pornography.""
""Rivera and sarin starred in glee from 2009 to 2015, where she played cheerleader Santana, who played ice hockey player.""
""In the early days of the fox series, their characters had a short romantic history.""
""But in her 2016 memoir, I'm sorry, I'm not sorry, she wrote that at the request of PR, he dumped her, and PR said she was not good for his image.""
Glee actors Matthew Morrison and Jane Lynch share their reaction to sarin's death
","['Satire', 'Sensational']"
23,"""Scott Garfield | Disney ABC TV Group | Getty pictures...""
""Richard Cartwright, Disney ABC television group, Getty Images after high school and Pompeo worked as a bartender after high school until her father encouraged her to perform.""
""Are you crazy?""
""I thought, 'I won't be stuck in a medical show for five years,'"" she said
""Pompeo hesitated when her agent brought her the play for"" gray. ""
She continued to play nab in old school and the expendables, but in 2004, Pompeo's career suffered a setback and she almost went bankrupt
""It marks her first appearance on the big screen.""
Her breakthrough took place in 2002, when she played a similar role in midnight mile
Alan Pompeo plays Meredith gray in ABC's anatomy of gray
""But he talked her into auditioning, even if it was just to pay the rent.""
",['Satire']
24,"""Sign up for our daily newsletters and get the latest industry news in our inboxes every day.""
""Thank goodness.""
""Watching the full video, you can see more of her small adjustments and tips in the whole process, making the style look more perfect, but nothing is more complicated than this.""
""It's that simple.""
Then she divided her hair into two parts, braided a long braid on both sides and tied it up with a pin
""And she has beautiful eyebrows, so I know I can trust her."" “
""I can forgive her for saying that. If it's just because the following tutorial is fast and easy to learn, I can't help falling in love with her.""
""Sasan's starting.""
""It's summer, which means... Make sure your hair is flicked! ""
""She breaks it down into super simple steps, and doesn't need crazy complicated technology; you just need to know how to make an ordinary old-fashioned three strand braid.""
",['Satire']
25,"""It's very important to stay away from the noise and unnecessary things and focus only on the people you love because they know you better than anyone else.""
""When I'm not working, I'm at home with my cat, with my family, with my boyfriend, with people I love - that's how I reset, that's how I focus on myself,"" Michelle said
“… To her upcoming wedding to her fiancee, Zandi Lake... ""
The 31 year old ""glee club"" alumni announced the good news: her old friend and former partner will be her bridesmaid, and they will also take a self portrait on the beach
Get push notifications containing news, features, etc
She aptly titled the photo ""bridesmaids."" Michelle and grove, 33, became friends for the first time in 2006's popular rock music ""the awakening of spring,"" and grove won Tony's nomination
""Since her reunion with glee, Michelle has been playing the Scream Queen and will be on the nine city tour with glee partner Darren Chris.""
Grove starred in HBO's find, and he returned to Broadway to play King George III in the blockbuster Hamilton, winning a second Tony nomination
Image zooming Leah Michelle and Jonathan grove | source: Lester Cohen / wire image since announcing her engagement to Reich last month, Michelle revealed that she didn't know Reich's romantic Hampton proposal was coming
""I'm so surprised,"" she explained on last week's ""what's going on at the scene.""
",['Sensational']
26,"""My problem is daily chores.""
""I'm proud of what he's achieved and I think it's amazing.""
""I think it's just a climax of things, and at the end of the day, we're just two very different people who can't get along,"" she explained
Naomi blamed the breakup on ""a million little things in total"" and finally ""a little messed up""
""In the last season of Southern glamour, Naomi and Craig have been dealing with their relationship, including going to see a psychologist, and finally decided to end their relationship before the start of the fifth season.""
""That's how it is now.""
""I wish I wasn't such a bitch, but oh, well.""
""He's like a little dog.""
""I wish I could be nice to him because Craig is a good man.""
""Just looking back, it's anger. It's really strange.""
",['Satire']
27,"""That's what I want to know, and that's what I want to know before I buy my first home.""
""In the whole process of buying my first home, I didn't learn a lot. That's the new travel card offer announced in 2014.""
""But that doesn't mean that even companies that charge annual membership fees don't have much value.""
“… You're not alone... ""
“… Const FP tips can help you turn a common skill into a higher than average skill. Start a sidepush skill from experts in 2019. Your travel reward credit card was in the back of your sock drawer for most of last year... ""
",['Satire']
28,"""To completely override, please bookmark at: THR.com/upfronts .”
""# the truth, a post shared by crane Crawford (@ claynecrawford) on PDT at 12:53 p.m. on April 24, 2018, uses thr's scorecard to track all the latest renewals and cancellations, and uses our handy guide to track all the pilot deliveries.""
""Lethal weapon Star Crane Crawford is apologizing for his bad behavior on fox.""
""On Tuesday, the actor posted a lengthy apology letter on his instagram website, detailing two incidents at Warner Bros
Crawford admitted that he was ""reprimanded twice"" in the second season of Fox
""He said that when the first incident happened, he was angry at what he thought was an unsafe working environment.""
""After the outbreak, Crawford said he met with the human resources department, apologized for his role in the conflict, completed the treatment assigned by the studio, and, at Warner's request, shared a"" substantial portion ""of his salary with one of the parties.""
""The second incident happened in an episode directed by Crawford when another actor on the set felt insecure after being hit by special effects shrapnel.""
""I absolutely love, respect and care for my crew and actors,"" Crawford wrote. ""I would never deliberately sabotage so much work.""
""If my passion for doing a good job has ever made anyone feel uncomfortable on our set or unpopular with their efforts, I'm really sorry.""
",['Sensational']
29,"""It's a short drive from their home in Beverly Hills on A-class Avenue, and this home in cabentilla beach is the perfect resort for this small family.""
""Don't forget the comfortable fireplace, arched ceiling, breakfast corner and hot tub in the living room.""
""The features of this house are exactly what you expect in a luxury beach villa: fresh white appearance, modern architecture, a large terrace and a master bedroom leading to a balcony.""
""It has six bedrooms and six bathrooms, enough for Kutcher, Kunis, their two children and any lucky guest.""
""Just outside Santa Barbara, this 3100 square foot house is at the end of a closed driveway, surrounded by sand and water!""
""The 1970s co stars and lovers Ashton Kutcher and Mira Kunis just spent $10 million in a secluded seaside resort in cabentia, California.""
",['Satire']
30,"""The avenger looked very happy because he had another night at the Town Club: the movie star was seen going into the nightclub with a group of ladies...""
""When the two people who ended their relationship in 2014 were photographed holding hands and walking out of the club together, the 42 year old Leonardo shyly separated from the long legged blonde when he was found by the photographer, but onlookers said that they finally went home together and made a phone call...""
""Leonardo DiCaprio, 42, seems to be back in the arms of former movie star Toni garn, who left a New York nightclub with her model on Saturday morning.""
""The two ended their relationship in 2014 and were photographed holding hands as they left 1oak nightclub.""
""Scroll down to see the video, and then open it again?""
""Leonardo DiCaprio and his ex girlfriend Toni garn left 1oak nightclub on Saturday morning. From May 2013 to December 2014, Tony and Leonardo DiCaprio) enjoyed a year and a half of love. When the photographer found out about them, Leonardo shyly separated from the long legged blonde, but witnesses said that the couple... ""
“… Finally, let's go home together... ""
Wearing the baseball cap in his closet, the Django star tried to leave the club in a low profile
""He took the 25-year-old model by the hand and led her out of the club in a Navy shirt, jeans and sneakers.""
""The German born beauty wore a low waisted vest, beautiful black trousers and a coat over her shoulder to keep out the cold.""
","['Satire', 'Sensational']"
31,"Add events directly to the calendar
Read more lists of art, classical music, dance, movies, pop music and drama
""All dates may change.""
“…… The new program will be broadcast at the end of the year, and there are some important return series.... ""
""The Romanoff for Amazon by Matthew Weiner, one of the leading TV creators, is also on the air. It's his first series since mad men, Lena Dunham and Jennifer Konner camped for HBO. Their follow-up to girls
""Benigno del Toro escapes in danamola"" and Jim Carey, directed by Michelle Gondry, perform during ""joke"" time
Michael Douglas and Alan akin in Netflix's ""kominsky method"" and Tony Colette in Netflix's ""vagabond.""
Jessica Langer returns to FX's ""American horror story."". Sean Pan's gourd in ""the first""
Korean director Park sung wook directed ""little drummer girl"" for AMC
""Robot"", in Amazon's ""back to school festival"". Anthony Hopkins, as Lear, is also on Amazon
","['Journalism', 'Satire']"
32,"""Sports spice girl will perform her band's hit songs and her solo works, but tickets are not cheap. Entry level tickets range from 45 pounds to 175 pounds.""
""Perhaps tired of waiting, Mel C has now decided to go on his own and get a six week stay at boysdale restaurant in London's Canary Wharf.""
“…… The royal wedding even hinted that they could even perform at the reception on Saturday. ""
""But now it's reported that only three of the spaceys are on the list. It's reported that Victoria Beckham, Emma Bunton and Gary Halliwell have been invited, while Mel B and Mel C have been ignored.""
A source told the New York Post on page 6: ""only Victoria, Emma and grey were invited, and it's clear that the spice girls will never perform.""
""Victoria and her husband David have a good relationship with the royal family. They attended the wedding of Prince William and Kate in 2011.""
(photo: PA) (photo: Getty Images) after marrying Christian Horner, the owner of Formula One racing, grey has joined more aristocratic circles these days
""Asked about her February wedding, Mel B told the world that her presence was a foregone conclusion.""
""Yes, I'm going to...""
""I don't know if I should say that!""
","['Satire', 'Sensational']"
33,"Avenger: the end will be released on April 26, 2019
""The strange doctor did foresee the future, he did give tanos infinite stone, because he said that they had entered the final stage, and now, the final stage is likely to involve Captain Marvel and her space travel ability, so although nothing can fall on the ant man, he is sure that...""
""If you skip one or two, there may be some lingering problems after watching the first trailer of endgame.""
""[warning: the following destroyers include Avengers: Infinite War and ant man and wasp. ]”
There is an amazing discovery in the trailer of ""Avenger: the end"": the surviving Avenger speculates that Scott Lang, also known as ant man, was killed when tanos wiped out half of the life in the universe. As a result, he appears on the doorstep of their house at the end of the trailer
""Lang's appearance - waving his arms wildly, asking Captain America to let him into the temporary Avenger headquarters - surprised almost everyone.""
""Ant man didn't appear in Avenger: Infinite War, which explains why heroes like Captain America, the black widow and Bruce Banner (and Mia is the Hulk) were shocked to learn that Lang survived.""
""But Lang's appearance will not surprise anyone who has seen"" ant man and wasp "", which appeared after"" Avenger: Infinite War. ""
""We're in the last inning."" One scene of the ant man and wasp explains that the ant man is in the quantum field when the rest of the earth is smashed into dust in tanos' capture
""The ant man may not have been killed by tanos's thump - officially called a mass extinction according to marvel - probably because he wasn't in the universe at the time.""
","['Satire', 'Sensational']"
